HTML
<p>In two weeks they ... in the Tretyakov Art Gallery.</p>,1,one,
*,<p>will be</p>
,<p>were</p>
,<p>are</p>
<p>I (not to buy) a car yet.</p>,1,one,
,<p>didn't buy</p>
,<p>hasn't bought</p>
*,<p>haven't bought</p>
<p>There was a fog ________ the river.</p>,1,one,
,<p>between</p>
,<p>inside</p>
*,<p>over</p>
<p>I (to go) to buy new shoes next week.</p>,1,one,
,<p>go</p>
,<p>will go </p>
*,<p>am going </p>
<p> I want to know you better. Tell me about___________ . </p>,1,one,
,<p>myself </p>
*,<p>yourself </p>
,<p>himself </p>
<p>He (not to sleep) when father came home.</p>,1,one,
,<p>weren't sleeping</p>
,<p>didn't sleep</p>
*,<p>wasn't sleeping</p>
<p>She will be back in _________ minutes.</p>,1,one,
,<p>a little</p>
*,<p>a few</p>
<p>He will come tomorrow. She told me that he ___ the next day.</p>,1,one,
,<p>is coming</p>
,<p>will come</p>
*,<p>would come</p>
<p>I am flying to India tomorrow. He told me that he ___ the next day.</p>,1,one,
,<p>is flying</p>
*,<p>was flying</p>
,<p>will fly</p>
<p>I moved to ___ USA when I was 15 years old.</p>,1,one,
,<p>a</p>
*,<p>the</p>
,<p>-</p>
<p>She is (excite) about going to Portugal.</p>,1,one,
*,<p>excited</p>
,<p>excite</p>
,<p>exciting</p>
<p>... is the phone?</p>,1,one,
*,<p>Where</p>
,<p>Why</p>
,<p>How</p>
"<p>If you were her, what ___?</p>",1,one,
*,<p>would you do</p>
,<p>did you do</p>
,<p>do you do</p>
"<p>In my opinion, people who write songs are often____________than singers. </p>",1,one,
*,<p>more talented </p>
,<p>most talented </p>
<p>We ... be in a hurry. We still have plenty of time.</p>,1,one,
,<p>didn't have to</p>
*,<p>don't have to</p>
,<p>won't have to</p>
<p>This work (to do) tomorrow.</p>,1,one,
,<p>will do </p>
*,<p>will be done</p>
,<p>was done</p>
<p>Steve didn’t feel __________to go to work this morning.</p>,1,one,
,<p>well too</p>
*,<p>well enough</p>
