HTML
<p>_____ I have a glass of water? </p>,1,one,
*,<p>Can</p>
,<p>Can't</p>
<p>_____ she go out with boys? </p>,1,one,
,<p>Can't</p>
*,<p>Can</p>
<p>____ Kate drive? </p>,1,one,
*,<p>Can</p>
,<p>Can't</p>
"<p>_____ you wait a moment, please? </p>",1,one,
,<p>Can't</p>
*,<p>Can</p>
<p>I _____ tell you. It is a secret.</p>,1,one,
*,<p>can't</p>
,<p>can</p>
<p>The boys _____ run.</p>,1,one,
,<p>can't</p>
*,<p>can</p>
<p>A dog _____ fly.</p>,1,one,
,<p>can</p>
*,<p>can't</p>
<p>He _____ speak English. He lives in London.</p>,1,one,
,<p>can't</p>
*,<p>can</p>
<p>She _____ skate. She doesn't like skating.</p>,1,one,
*,<p>can't</p>
,<p>can</p>
<p>_____ you  help me?</p>,1,one,
,<p>Can't</p>
*,<p>Can</p>
<p>I _____ go to school tomorrow. I am ill.</p>,1,one,
*,<p>can't</p>
,<p>can</p>
<p>I _____ come to the party. I am busy.</p>,1,one,
,<p>can</p>
*,<p>can't</p>
