HTML
<p>How did Robin measure the amount of homework students had to do? </p>,1,one,
,<p>By the level of difficulty of the homework. </p>
,<p>By the amount of materials they were given. </p>
*,<p>By how long it took them to do it. </p>
<p>Sixteen per cent of primary schoolchildren</p>,1,one,
,<p>had no homework. </p>
*,<p>spent an hour on homework. </p>
,<p>spent more than an hour on homework. </p>
<p>What percentage of secondary schoolchildren took half an hour to do their homework?</p>,1,one,
,<p>13%</p>
*,<p>20%</p>
,<p>40%</p>
"<p>Concerning the amount of homework students actually did, Robin noticed</p>",1,one,
,<p>they did more reading than they were asked to do. </p>
,<p>they often didn't do their maths. </p>
*,<p>they did much less homework than they were given. </p>
<p>What did students complain about concerning homework? </p>,1,one,
,<p>They were always given too much. </p>
*,<p>It took a long time to get it marked.</p>
,<p>Teachers would give too much feedback. </p>
<p>The relationship between school attitudes and homework involvement was</p>,1,one,
,<p>very surprising. </p>
,<p>not recorded. </p>
*,<p>fairly predictable. </p>
<p>What did Robin discover about group work? </p>,1,one,
*,<p>Groups of three perform better than other group sizes. </p>
,<p>High achievers greatly excel in group work. </p>
,"<p>The larger the group, the better the result. </p>"
