HTML
<p>He (to play) computer games from two till three yesterday.</p>,1,one,
*,<p>was playing</p>
,<p>played</p>
,<p>were playing</p>
<p>We (to play) computer games the whole evening yesterday.</p>,1,one,
,<p>was playing </p>
*,<p>were playing</p>
,<p>played</p>
<p>He (to play) tennis the day before yesterday.</p>,1,one,
,<p>was playing</p>
,<p>were playing</p>
*,<p>played</p>
"<p>When I came into the kitchen, mother (to cook).</p>",1,one,
*,<p>was cooking</p>
,<p>were cooking</p>
,<p>cooked</p>
<p>She (to cook) the whole day yesterday.</p>,1,one,
,<p>were cooking</p>
*,<p>was cooking</p>
,<p>cooked</p>
<p>We (to wash) the floor in our flat yesterday.</p>,1,one,
,<p>were washing</p>
,<p>was washing</p>
*,<p>washed</p>
<p>We (to wash) the floor in our flat from three till four yesterday.</p>,1,one,
*,<p>were washing</p>
,<p>washed</p>
,<p>was washing</p>
<p>He (to sit) at the table the whole evening yesterday.</p>,1,one,
,<p>were sitting</p>
*,<p>was sitting</p>
,<p>sat</p>
<p>I (not to sleep) at nine o’clock yesterday.</p>,1,one,
,<p>didn't sleep</p>
,<p>weren't sleeping</p>
*,<p>wasn't sleeping</p>
<p>He (to read) a book last week.</p>,1,one,
*,<p>read</p>
,<p>was reading</p>
,<p>were reading</p>
<p>He (to read) a book the whole evening yesterday.</p>,1,one,
,<p>read</p>
*,<p>was reading</p>
,<p>were reading</p>
<p>They (to sleep) when you came home.</p>,1,one,
,<p>slept</p>
,<p>was sleeping</p>
*,<p>were sleeping</p>
