HTML
<p>Flowers ... almost in any part of the world.</p>,1,one,
,<p>grows</p>
*,<p>are grown</p>
,<p>is grown</p>
<p>They ... a new film before I came.</p>,1,one,
*,<p>had watched</p>
,<p>has watched</p>
,<p>watched</p>
<p>My toy is ... . </p>,1,one,
*,<p>broken</p>
,<p>broke</p>
,<p>breaking</p>
<p>She looked ... .</p>,1,one,
*,<p>scared</p>
,<p>scaring</p>
,<p>scare</p>
<p>Mary looked at the ... milk.</p>,1,one,
,<p>spilling</p>
*,<p>spilled</p>
,<p>spill</p>
"<p>As my puppy was ... by the cat, he ran away.</p>",1,one,
,<p>frighten</p>
*,<p>frightened</p>
,<p>frightening</p>
<p>I want the work ... immediately.</p>,1,one,
,<p>do</p>
,<p>did</p>
*,<p>done</p>
<p>He ... the text before I came.</p>,1,one,
*,<p>had translated</p>
,<p>has translated</p>
,<p>translated</p>
<p>She felt ... . </p>,1,one,
,<p>stressing</p>
*,<p>stressed</p>
,<p>stress</p>
<p>I found a ... wallet on the street.  </p>,1,one,
,<p>losing</p>
*,<p> lost</p>
,<p>lose</p>
<p>The book ... from the library was interesting.</p>,1,one,
*,<p>taken</p>
,<p>take</p>
,<p>took</p>
<p>The topics ... at the lessons are often very difficult.</p>,1,one,
,<p>are discuss</p>
*,<p>discussed</p>
,<p>discuss</p>
