HTML
<p>I__________a pen. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>Jane________a backpack.</p>,1,one,
,<p>have got</p>
*,<p>has got</p>
<p>They_________a chalk. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>He_________a book. </p>,1,one,
,<p>have got</p>
*,<p>has got</p>
<p>We________a desk. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>Tom________an eraser. </p>,1,one,
,<p>have got</p>
*,<p>has got</p>
<p>You_______a glue. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>She__________a toy</p>,1,one,
,<p>have got</p>
*,<p>has got</p>
<p>Me and my friend________a car. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>Eliza __________ a doll. </p>,1,one,
,<p>have got</p>
*,<p>has got</p>
<p>I__________a comic book. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
<p>You_______a sister. </p>,1,one,
*,<p>have got</p>
,<p>has got</p>
