HTML
<p>I smiled but Jerry ______ at me.</p>,1,one,
,<p>didn't look</p>
*,<p>wasn’t looking</p>
,<p>weren’t looking</p>
<p>Fred ________his jacket when I saw him.</p>,1,one,
,<p>didn't wear</p>
,<p>weren't wear </p>
*,<p>wasn’t wearing </p>
<p>______ you still _______ at 10 pm last night?</p>,1,one,
*,<p>Were/working</p>
,<p>Was/working</p>
,<p>Did/work</p>
<p>What ____ you ______ when I called you?</p>,1,one,
,<p>Was/doing </p>
,<p>Did/do</p>
*,<p>Were/doing</p>
<p>Why _____ she ______ when I saw her?</p>,1,one,
*,<p>was/crying </p>
,<p>were/crying</p>
,<p>did/cry</p>
<p>Where _____ they ______ so fast?</p>,1,one,
,<p>did/go </p>
*,<p>were/going </p>
,<p>was/going </p>
<p>________you ____ the noise a minute ago?</p>,1,one,
*,<p>Did/hear</p>
,<p>Was/hearing </p>
,<p>Were/hearing </p>
<p>He _________ the joke.</p>,1,one,
,<p>wasn't understanding </p>
*,<p>didn't understand </p>
,<p>weren't understanding </p>
<p>Nick _________ his friends last week.</p>,1,one,
*,<p>didn't meet </p>
,<p>wasn't meeting </p>
,<p>weren't meeting </p>
<p>We ______ a picnic last Saturday.</p>,1,one,
*,<p>had</p>
,<p>have</p>
,<p>were having </p>
<p>_________ he ______ his project yesterday at 2.45?</p>,1,one,
,<p>Were/doing </p>
,<p>Did/do</p>
*,<p>Was/doing</p>
<p>They __________ when the phone rang.</p>,1,one,
*,<p>weren't sleeping </p>
,<p>didn't sleep</p>
,<p>wasn't sleeping </p>
<p>Mary _________ football yesterday</p>,1,one,
,<p>wasn't playing </p>
*,<p>didn't play</p>
,<p>weren't playing </p>
