HTML
<p>I do not play football__________ . (каждый день)</p>,1,one,
,<p>always</p>
*,<p>every day</p>
,<p>often</p>
<p>Do students________live in a dormitory? (всегда)</p>,1,one,
*,<p>always</p>
,<p>every day</p>
,<p>often</p>
<p>Does Bob______study English? (часто)</p>,1,one,
,<p>always</p>
,<p>every day</p>
*,<p>often</p>
"<p>I________eat hamburgers, because I don't like hamburgers. (никогда)</p>",1,one,
*,<p>never</p>
,<p>usually</p>
,<p>often</p>
<p>Mary_____ plays piano in the evening. (обычно)</p>,1,one,
,<p>never</p>
*,<p>usually</p>
,<p>often</p>
<p>Bob ____ walks the dog in the evening. (всегда) </p>,1,one,
,<p>never</p>
,<p>usually</p>
*,<p>always</p>
<p>I _______eat without my family. (иногда)</p>,1,one,
*,<p>sometimes</p>
,<p>never</p>
,<p>always</p>
<p>The dog is __________ hungry. (всегда)</p>,1,one,
,<p>usually </p>
*,<p>always</p>
,<p>never</p>
<p>Mary is _____ shy. (обычно)</p>,1,one,
*,<p>usually </p>
,<p>always</p>
,<p>never</p>
<p>He ________ gets up at 7 a.m. (часто)</p>,1,one,
,<p>usually </p>
*,<p>often</p>
,<p>never</p>
<p>She_________sleeps in her bed. (никогда)</p>,1,one,
,<p>usually </p>
,<p>often</p>
*,<p>never</p>
<p>We_________spend our free time together. (обычно)</p>,1,one,
,<p>often</p>
*,<p>usually </p>
,<p>always</p>
