HTML
"<p>Last Saturday, Greg's team</p>",1,one,
,<p>had a great time</p>
,<p>were not able to play</p>
*,<p>did not do very well</p>
<p>Greg had wanted to go to a Carlton United game with</p>,1,one,
,<p>Denise </p>
,<p>Denise's friends</p>
*,<p>the players in his team</p>
<p>Greg will get a ticket</p>,1,one,
*,<p>from Denise's friend</p>
,<p>from his dad</p>
,<p>on his own </p>
<p>Denise is travelling to the match</p>,1,one,
*,<p>in her sister's car </p>
,<p>in her dad's car </p>
,<p>with Harry and Paula</p>
<p>They're leaving at two o'clock to</p>,1,one,
,<p>get there early</p>
*,<p>arrive on time </p>
,<p>pick up friends </p>
<p>Greg's mother</p>,1,one,
*,<p>might drive him to Denise's house</p>
,<p>will definitely drive him to Denise's house</p>
,<p>can't drive him to Denise's house</p>
