HTML
<p>I am Lisa. ____ name is Lisa.</p>,1,one,
*,<p>my</p>
,<p>mine</p>
,<p>me</p>
<p>He is Danil. _____ name is Danil.</p>,1,one,
,<p>he</p>
*,<p>his</p>
,<p>him</p>
<p>She is Ann. ______ name is Ann.</p>,1,one,
,<p>she</p>
*,<p>her</p>
,<p>her's</p>
<p>They are sisters. ________ names are Elena and Irina.</p>,1,one,
,<p>they</p>
*,<p>their</p>
,<p>their's</p>
<p>I can see _______</p>,1,one,
*,<p>you</p>
,<p>your</p>
,<p>your's</p>
<p>You come to _______</p>,1,one,
*,<p>us</p>
,<p>our</p>
,<p>we</p>
<p>She see __________.</p>,1,one,
,<p>he</p>
*,<p>him</p>
,<p>his</p>
<p>It is a cat. ______ tail is short.</p>,1,one,
*,<p>its</p>
,<p>it</p>
,<p>it's</p>
<p>She meets __________</p>,1,one,
,<p>they</p>
*,<p>them</p>
,<p>their</p>
<p>We are friends. _______ names are Misha and Mark.</p>,1,one,
*,<p>our</p>
,<p>us</p>
,<p>we</p>
<p>You go to ______</p>,1,one,
*,<p>me</p>
,<p>I</p>
,<p>my</p>
<p>I like ______.</p>,1,one,
,<p>she</p>
*,<p>her</p>
,<p>I</p>
<p>She visits _______</p>,1,one,
*,<p>us</p>
,<p>our</p>
,<p>we</p>
